iter	RMSE
165	9211.791308
166	9204.045866
167	9193.460823
168	9122.669045
169	9074.346316
170	9035.7763
171	8998.998461
172	8963.00257
173	8930.703134
174	8893.713331
175	8856.812136
176	8799.747668
177	8781.481401
178	8769.053927
179	8746.602997
180	8700.71908
181	8657.778063
182	8619.699433
183	8554.772844
184	8524.361405
185	8508.42278
186	8465.318886
187	8439.226718
188	8382.192612
189	8368.817007
190	8304.751548
191	8236.222672
192	8224.587657
193	8210.490511
194	8196.467283
195	8157.153709
196	8152.811627
197	8143.466252
198	8114.406478
199	8085.779705
200	8073.722624
201	8063.057296
202	7997.911091
203	7967.639391
204	7936.289781
205	7916.778022
206	7907.235531
207	7874.909799
208	7861.460962
209	7823.516002
210	7790.405429
211	7727.226989
212	7719.980884
213	7712.290668
214	7705.610836
215	7675.780634
216	7667.542893
217	7601.688171
218	7586.76644
219	7558.918885
220	7540.921179
221	7534.660475
222	7529.446221
223	7500.854356
224	7460.623004
225	7404.28794
226	7368.260385
227	7320.81741
228	7283.013702
229	7252.178518
230	7236.811936
231	7209.15459
232	7176.039563
233	7169.980527
234	7164.329235
235	7137.901119
236	7089.973498
237	7067.584686
238	7046.524683
239	7029.338419
240	7021.971567
241	6997.229209
242	6966.035586
243	6959.15053
244	6928.905798
245	6922.243957
246	6897.673966
247	6880.024562
248	6859.664272
249	6837.070202
250	6824.269682
251	6811.948186
252	6809.501233
253	6782.868846
254	6726.824531
255	6710.857818
256	6688.162078
257	6679.039412
258	6657.604231
259	6634.490744
260	6622.60989
261	6618.062276
262	6605.610764
263	6583.222083
264	6527.47235
265	6516.619465
266	6512.631654
267	6506.940511
268	6478.742643
269	6467.065339
270	6448.562251
271	6425.772593
272	6414.777319
273	6401.885282
274	6349.071832
275	6337.020199
276	6316.451628
277	6309.498705
278	6290.574313
279	6267.883636
280	6254.173348
281	6239.950569
282	6236.058179
283	6217.393707
284	6198.80969
285	6193.492015
286	6171.587846
287	6122.303778
288	6082.43422
289	6077.332298
290	6061.257198
291	6043.211337
292	6030.027143
293	5993.354201
294	5984.625404
295	5942.539228
296	5928.119566
297	5911.810026
298	5904.534318
299	5892.031809
300	5872.039463
301	5868.482921
302	5822.03672
303	5791.889329
304	5774.514259
305	5768.531852
306	5731.812208
307	5728.996684
308	5724.229069
309	5707.713012
310	5698.862483
311	5664.364219
312	5658.251875
313	5614.754295
314	5600.76806
315	5597.163862
316	5592.783684
317	5576.62219
318	5566.46432
319	5549.592728
320	5540.08873
321	5532.16724
322	5516.836601
323	5503.518809
324	5497.36287
325	5492.777879
326	5484.188704
327	5438.527981
328	5428.041664
329	5389.161656
330	5373.405644
331	5360.297221
332	5343.575523
333	5315.021005
334	5310.386215
335	5306.40539
336	5301.621435
337	5288.48882
338	5279.484665
339	5269.278881
340	5258.987469
341	5256.409608
342	5221.20152
343	5207.902143
344	5200.323204
345	5195.108786
346	5167.099182
347	5131.335892
348	5112.716957
349	5109.042573
350	5105.299469
351	5092.6169
352	5064.680021
353	5055.779859
354	5045.880297
355	5021.427983
356	5012.948908
357	5002.177185
358	4998.814978
359	4989.893061
360	4974.268059
361	4941.957728
362	4939.261861
363	4931.168578
364	4918.884802
365	4889.346481
366	4882.11168
367	4872.67237
368	4860.802694
369	4839.057265
370	4835.685368
371	4827.422627
372	4817.498483
373	4814.113319
374	4802.274721
375	4797.406945
376	4779.847154
377	4764.998371
378	4753.669379
379	4751.486171
380	4722.798495
381	4718.58068
382	4713.847488
383	4703.74308
384	4696.52851
385	4683.971287
386	4676.613379
387	4648.585718
388	4625.634936
389	4616.972395
390	4611.036552
391	4606.6872
392	4596.947035
393	4594.748602
394	4570.962932
395	4561.438155
396	4558.804241
397	4549.00052
398	4545.937137
399	4541.519874
400	4532.611086
401	4530.590238
402	4529.218859
403	4505.552523
404	4503.840565
405	4496.775834
406	4493.265939
407	4485.769376
408	4478.250599
409	4476.309423
410	4470.920739
411	4469.730558
412	4450.888758
413	4448.316314
414	4442.040032
415	4436.045924
416	4424.59167
417	4416.981636
418	4415.403815
419	4400.036095
420	4391.916258
421	4371.263257
422	4350.290543
423	4347.624886
424	4344.501513
425	4335.975137
426	4331.517632
427	4324.060185
428	4302.852325
429	4300.815008
430	4290.139694
431	4278.900464
432	4273.343623
433	4270.244339
434	4263.986396
435	4257.381201
436	4255.704428
437	4251.236229
438	4249.009936
439	4238.6431
440	4236.188413
441	4227.166603
442	4207.942378
443	4206.160598
444	4202.046223
445	4196.933614
446	4175.668157
447	4168.144429
448	4162.489942
449	4143.09565
450	4125.069048
451	4115.413254
452	4111.303934
453	4104.281311
454	4100.681407
455	4097.744782
456	4082.105493
457	4064.600535
458	4056.426055
459	4047.884529
460	4033.041831
461	4022.708862
462	4019.790811
463	4018.569593
464	4010.841998
465	4003.063193
466	4001.068033
467	3991.908891
468	3988.943594
469	3987.099215
470	3981.213999
471	3966.197806
472	3953.624815
473	3951.327871
474	3944.495556
475	3940.133462
476	3926.570362
477	3920.137074
478	3919.026614
479	3908.161934
480	3906.580964
481	3898.455593
482	3894.810063
483	3893.238367
484	3882.845734
485	3881.110294
486	3879.547443
487	3878.932595
488	3870.680226
489	3868.975355
490	3868.555865
491	3866.531022
492	3863.786889
493	3858.794242
494	3857.15766
495	3838.931369
496	3837.560619
497	3837.231554
498	3834.303829
499	3829.283791
500	3826.464054
501	3818.413977
502	3806.45774
503	3800.641141
504	3788.937762
505	3781.20602
506	3780.085286
507	3772.841964
508	3769.877162
509	3759.225688
510	3746.65003
511	3741.045351
512	3736.09584
513	3733.986654
514	3732.731807
515	3729.848459
516	3721.749252
517	3711.519287
518	3707.380157
519	3702.159687
520	3697.764501
521	3692.133359
522	3684.200609
523	3682.251606
524	3678.3927
525	3676.846226
526	3663.893717
527	3662.299263
528	3654.734142
529	3652.683128
530	3642.613564
531	3639.112644
532	3634.26803
533	3630.147763
534	3627.78984
535	3626.722313
536	3623.738891
537	3617.249935
538	3606.134319
539	3596.576364
540	3593.462651
541	3581.350833
542	3571.395602
543	3568.735361
544	3559.996843
545	3550.541564
546	3549.034565
547	3538.368427
548	3536.76327
549	3526.752507
550	3519.588756
551	3510.83207
552	3508.207293
553	3504.104085
554	3501.226104
555	3492.43289
556	3479.707145
557	3477.320823
558	3469.002244
559	3461.681251
560	3459.444216
561	3454.989454
562	3451.340851
563	3448.247335
564	3442.049514
565	3439.556848
566	3436.46421
567	3429.980402
568	3420.249734
569	3412.234367
570	3404.213656
571	3401.540776
572	3393.037682
573	3390.097908
574	3387.041088
575	3383.936408
576	3379.853961
577	3377.619607
578	3375.052768
579	3372.20497
580	3363.483964
581	3353.390072
582	3350.739979
583	3348.065598
584	3345.28077
585	3343.431495
586	3339.760951
587	3334.251092
588	3330.332695
589	3325.867435
590	3321.867673
591	3316.609974
592	3314.171154
593	3312.751886
594	3308.652223
595	3305.192835
596	3302.21165
597	3300.314723
598	3299.490739
599	3294.600238
600	3288.106367
601	3286.292471
602	3284.827504
603	3280.305236
604	3278.791838
605	3276.128467
606	3271.597309
607	3265.387874
608	3262.68916
609	3259.521962
610	3257.346885
611	3255.02809
612	3254.795504
613	3251.359003
614	3248.724559
615	3246.742738
616	3243.1177
617	3240.621397
618	3238.936701
619	3238.777096
620	3237.931269
621	3235.737485
622	3233.627054
623	3232.327882
624	3230.589066
625	3227.307922
626	3224.132411
627	3217.795399
628	3216.063349
629	3213.576975
630	3211.152928
631	3207.870873
632	3207.667863
633	3203.508715
634	3202.162902
635	3201.57145
636	3199.605465
637	3197.417863
638	3195.617108
639	3193.715656
640	3191.672382
641	3187.203354
642	3180.152487
643	3179.881112
644	3176.924169
645	3176.7398
646	3173.626664
647	3171.109874
648	3169.322846
649	3166.745921
650	3163.928056
651	3161.5572
652	3158.645323
653	3156.245144
654	3152.050369
655	3150.371959
656	3148.781896
657	3144.065304
658	3141.486987
659	3139.853314
660	3139.441348
661	3137.846539
662	3131.197795
663	3129.855792
664	3125.288104
665	3123.900719
666	3120.131508
667	3119.067186
668	3113.817969
669	3113.683987
670	3113.080369
671	3111.460722
672	3106.88072
673	3105.183264
674	3102.706598
675	3100.823017
676	3099.79637
677	3093.92581
678	3091.769552
679	3087.941641
680	3085.080796
681	3081.634696
682	3079.720663
683	3079.142287
684	3073.9687
685	3071.684806
686	3069.282786
687	3067.452838
688	3067.149171
689	3066.759655
690	3066.109783
691	3060.921499
692	3060.250614
693	3058.015143
694	3054.450185
695	3053.062017
696	3052.471944
697	3044.439853
698	3043.712221
699	3043.352049
700	3042.657004
701	3040.17513
702	3039.626232
703	3037.244597
704	3035.629742
705	3031.548922
706	3030.437511
707	3026.150113
708	3025.371301
709	3023.065835
710	3019.037333
711	3018.315139
712	3016.113963
713	3015.457564
714	3010.835037
715	3008.672742
716	3004.429071
717	3003.923898
718	3001.286363
719	2994.629791
720	2993.951305
721	2992.418898
722	2992.311711
723	2986.546701
724	2985.700258
725	2985.597685
726	2980.751534
727	2979.561259
728	2976.74861
729	2973.749101
730	2973.375718
731	2972.688576
732	2970.284409
733	2969.514218
734	2965.368028
735	2965.203058
736	2964.465531
737	2963.864405
738	2959.514074
739	2957.983631
740	2954.464002
741	2953.618788
742	2952.719458
743	2952.261894
744	2946.939017
745	2940.797175
746	2940.691733
747	2940.421101
748	2934.953918
749	2933.335382
750	2932.030073
751	2929.025209
752	2928.813094
753	2927.323748
754	2927.186303
755	2927.122768
756	2926.332618
757	2922.769297
758	2921.426586
759	2921.124229
760	2919.104105
761	2916.231331
762	2909.537512
763	2908.542713
764	2907.7584
765	2906.21334
766	2905.210522
767	2901.976888
768	2895.211259
769	2891.725098
770	2891.066192
771	2890.994761
772	2885.958309
773	2884.348649
774	2884.030015
775	2883.584426
776	2878.596789
777	2876.658581
778	2874.851456
779	2873.737229
780	2868.904915
781	2868.406287
782	2868.317796
783	2867.244358
784	2863.98771
785	2861.966392
786	2861.851246
787	2859.046896
788	2853.530501
789	2851.091608
790	2848.706888
791	2846.661914
792	2843.682496
793	2843.100728
794	2842.091709
795	2841.830521
796	2840.153086
797	2836.945154
798	2834.809055
799	2833.298301
800	2831.350713
801	2831.019117
802	2830.553762
803	2827.504239
804	2824.942393
805	2823.485309
806	2822.43308
807	2822.120231
808	2821.191076
809	2818.209599
810	2817.100237
811	2816.821482
812	2815.989189
813	2813.987929
814	2812.137165
815	2807.87243
816	2805.3603
817	2805.197341
818	2802.579303
819	2801.452903
820	2799.762105
821	2798.39495
822	2794.188171
823	2793.911653
824	2793.400299
825	2791.890811
826	2787.097857
827	2786.367902
828	2784.404384
829	2780.556848
830	2778.43266
831	2775.423945
832	2775.001065
833	2774.754787
834	2773.094143
835	2772.652375
836	2772.064642
837	2770.485164
838	2768.557553
839	2766.864077
840	2766.548899
841	2764.016267
842	2762.408331
843	2761.287103
844	2757.697934
845	2756.057715
846	2755.679299
847	2754.246339
848	2751.736185
849	2751.541044
850	2749.20223
851	2748.484631
852	2746.817214
853	2746.526119
854	2746.251524
855	2745.068425
856	2742.940595
857	2742.67435
858	2742.495247
859	2740.273654
860	2740.104733
861	2738.475171
862	2738.324533
863	2738.134767
864	2736.444611
865	2734.56226
866	2732.943839
867	2729.878218
868	2728.083867
869	2727.917608
870	2725.896719
871	2725.694653
872	2722.670806
873	2722.511835
874	2722.041782
875	2720.103276
876	2715.282351
877	2713.999631
878	2711.358322
879	2710.40941
880	2703.773998
881	2703.147609
882	2699.3237
883	2697.644636
884	2696.35429
885	2695.819595
886	2694.842451
887	2693.078543
888	2691.931677
889	2690.737632
890	2690.582519
891	2690.356949
892	2689.492393
893	2687.650044
894	2687.614109
895	2687.380801
896	2685.077655
897	2684.930638
898	2683.759572
899	2683.54343
900	2679.743584
901	2679.602245
902	2678.506986
903	2677.42673
904	2676.943856
905	2673.025263
906	2671.253667
907	2670.590801
908	2669.573871
909	2669.377804
910	2667.402762
911	2665.707802
912	2663.509711
913	2661.361395
914	2660.487875
915	2658.452217
916	2656.108817
917	2654.998784
918	2654.837498
919	2653.85857
920	2652.847634
921	2651.57567
922	2651.457669
923	2651.250087
924	2649.44452
925	2647.09912
926	2645.946109
927	2644.934141
928	2643.335438
929	2639.415346
930	2639.304665
931	2637.815395
932	2635.897044
933	2634.914015
934	2634.861905
935	2632.748401
936	2631.049098
937	2629.523269
938	2627.365331
939	2626.182216
940	2625.678956
941	2625.576005
942	2623.774849
943	2621.904087
944	2621.21419
945	2619.638228
946	2619.275138
947	2617.666489
948	2615.50004
949	2614.437519
950	2613.215321
951	2612.355069
952	2610.534646
953	2608.002591
954	2604.507661
955	2603.78465
956	2603.503698
957	2603.30145
958	2603.146498
959	2598.453146
960	2597.593829
961	2597.198133
962	2596.059006
963	2594.32364
964	2591.511472
965	2591.22035
966	2589.217328
967	2589.011844
968	2588.639078
969	2588.484058
970	2586.985683
971	2586.102727
972	2585.991787
973	2584.434032
974	2584.237065
975	2582.836863
976	2580.763476
977	2580.503279
978	2578.869327
979	2577.740774
980	2577.531222
981	2576.305082
982	2573.966087
983	2569.925398
984	2568.710336
985	2568.482975
986	2567.963525
987	2566.917407
988	2566.362279
989	2564.830444
990	2563.653838
991	2562.192856
992	2561.563269
993	2560.537826
994	2559.642742
995	2557.693258
996	2556.774912
997	2555.721387
998	2553.869206
999	2552.319023
1000	2550.131331
1001	2547.60107
1002	2546.745183
1003	2546.455033
1004	2544.127131
1005	2542.861659
1006	2542.04697
1007	2540.778688
1008	2538.082991
1009	2537.50844
1010	2534.87831
1011	2533.452226
1012	2530.938465
1013	2529.980713
1014	2528.875762
1015	2527.640659
1016	2526.882786
1017	2526.02113
1018	2525.621844
1019	2522.708155
1020	2520.841924
1021	2520.224592
1022	2514.529862
1023	2513.644896
1024	2512.165204
1025	2511.821843
1026	2511.2899
1027	2510.524371
1028	2509.303401
1029	2507.238198
1030	2506.77784
1031	2506.583111
1032	2505.344948
1033	2504.541617
1034	2504.392302
1035	2503.340961
1036	2500.898627
1037	2500.205326
1038	2500.100884
1039	2499.030939
1040	2497.71592
1041	2497.549006
1042	2496.755265
1043	2495.736852
1044	2495.598524
1045	2493.686427
1046	2493.509899
1047	2493.406235
1048	2492.187477
1049	2491.584134
1050	2490.779578
1051	2490.293955
1052	2489.970365
1053	2487.774327
1054	2485.97718
1055	2485.20016
1056	2483.400834
1057	2482.250041
1058	2482.162391
1059	2481.138645
1060	2481.029389
1061	2479.114183
1062	2477.846895
1063	2477.47914
1064	2474.678041
1065	2472.764476
1066	2471.864041
1067	2462.85962
1068	2461.943202
1069	2461.113236
1070	2456.560087
1071	2455.104411
1072	2454.715168
1073	2454.658403
1074	2453.829035
1075	2452.776502
1076	2451.394134
1077	2451.20825
1078	2450.674766
1079	2450.301613
1080	2448.349142
1081	2446.703998
1082	2446.234836
1083	2444.808277
1084	2444.411389
1085	2444.086515
1086	2443.9272
1087	2443.463329
1088	2443.247252
1089	2442.975154
1090	2442.82534
1091	2442.65785
1092	2440.924702
1093	2439.641475
1094	2437.930869
1095	2437.397586
1096	2437.098354
1097	2435.930121
1098	2434.682805
1099	2431.508131
1100	2430.581556
1101	2429.26955
1102	2428.130314
1103	2427.417943
1104	2427.28019
1105	2426.024977
1106	2424.983635
1107	2424.097516
1108	2423.238227
1109	2422.122196
1110	2419.11794
1111	2417.786512
1112	2417.311819
1113	2416.754893
1114	2416.181506
1115	2416.042639
1116	2415.973431
1117	2415.595854
1118	2414.481852
1119	2411.905862
1120	2409.922401
1121	2409.221571
1122	2408.847585
1123	2408.418866
1124	2406.249848
1125	2405.198645
1126	2404.151478
1127	2403.905435
1128	2401.827401
1129	2401.743609
1130	2399.858654
1131	2398.599991
1132	2397.339351
1133	2396.652553
1134	2396.034075
1135	2395.853117
1136	2394.328941
1137	2394.225201
1138	2393.774554
1139	2392.58753
1140	2390.71399
1141	2385.004331
1142	2383.955111
1143	2383.157788
1144	2381.771289
1145	2381.143042
1146	2380.729376
1147	2380.57054
1148	2380.055233
1149	2379.428039
1150	2377.914083
1151	2377.178043
1152	2376.121266
1153	2375.296138
1154	2374.169063
1155	2373.901312
1156	2373.493495
1157	2372.359899
1158	2372.215781
1159	2371.087167
1160	2370.713474
1161	2370.53646
1162	2368.532854
1163	2367.930601
1164	2366.460588
1165	2365.41095
1166	2358.577267
1167	2358.337922
1168	2357.074087
1169	2355.72999
1170	2354.954387
1171	2354.741863
1172	2353.647696
1173	2352.343323
1174	2351.222597
1175	2349.784249
1176	2348.373219
1177	2347.603012
1178	2347.297912
1179	2346.144563
1180	2345.548662
1181	2344.462923
1182	2343.924859
1183	2343.49967
1184	2342.592188
1185	2342.273933
1186	2341.980433
1187	2341.960805
1188	2335.51859
1189	2335.423047
1190	2334.752822
1191	2334.614215
1192	2333.981871
1193	2333.479215
1194	2333.461206
1195	2332.598621
1196	2331.83427
1197	2331.313663
1198	2330.15925
1199	2329.002501
1200	2327.325391
1201	2326.099433
1202	2326.075708
1203	2325.414545
1204	2323.570742
1205	2322.218599
1206	2321.682012
1207	2321.660904
1208	2321.175828
1209	2320.527584
1210	2313.314829
1211	2312.614139
1212	2311.491148
1213	2310.275558
1214	2309.375258
1215	2308.296394
1216	2305.996499
1217	2305.749504
1218	2304.983978
1219	2303.122768
1220	2302.885316
1221	2302.780699
1222	2302.579741
1223	2302.115574
1224	2301.126055
1225	2299.808063
1226	2297.432423
1227	2296.219151
1228	2295.296295
1229	2294.752354
1230	2293.205903
1231	2292.744335
1232	2292.514453
1233	2291.069833
1234	2289.610928
1235	2288.153272
1236	2286.798799
1237	2281.822873
1238	2281.469685
1239	2281.179097
1240	2280.779751
1241	2277.740104
1242	2276.863212
1243	2275.159911
1244	2274.561843
1245	2274.354403
1246	2273.830231
1247	2272.556327
1248	2272.038967
1249	2271.807264
1250	2269.287363
1251	2268.315876
1252	2266.606067
1253	2265.297566
1254	2264.426031
1255	2264.024127
1256	2263.246304
1257	2262.381921
1258	2262.059004
1259	2261.888744
1260	2261.099839
1261	2260.86583
1262	2260.652362
1263	2260.541673
1264	2260.411438
1265	2256.323469
1266	2255.428606
1267	2254.528658
1268	2254.325417
1269	2253.401814
1270	2252.716601
1271	2252.276738
1272	2250.799545
1273	2249.933235
1274	2249.664833
1275	2248.888894
1276	2248.440954
1277	2247.752932
1278	2245.12243
1279	2244.436125
1280	2244.354537
1281	2243.298616
1282	2243.170014
1283	2242.759613
1284	2241.804603
1285	2240.705749
1286	2240.585398
1287	2240.013568
1288	2238.630143
1289	2238.302277
1290	2236.159291
1291	2235.681529
1292	2234.795201
1293	2233.075547
1294	2232.593148
1295	2232.527696
1296	2231.909788
1297	2231.319574
1298	2230.592339
1299	2224.304402
1300	2223.135284
1301	2220.218272
1302	2220.143968
1303	2219.050925
1304	2218.711547
1305	2218.102848
1306	2217.004266
1307	2215.081395
1308	2214.154884
1309	2213.526436
1310	2213.291601
1311	2212.39787
1312	2212.116667
1313	2211.547041
1314	2210.813439
1315	2209.411241
1316	2208.720757
1317	2207.893176
1318	2206.975052
1319	2206.168939
1320	2206.155544
1321	2205.158502
1322	2204.616193
1323	2201.616219
1324	2201.493215
1325	2200.908303
1326	2200.713553
1327	2200.646655
1328	2200.630516
1329	2200.551699
1330	2200.216636
1331	2200.15064
1332	2199.539785
1333	2198.260899
1334	2197.457616
1335	2196.682892
1336	2196.128216
1337	2195.63915
1338	2194.816512
1339	2194.734995
1340	2193.217757
1341	2189.244646
1342	2185.581324
1343	2185.428907
1344	2184.908601
1345	2182.766178
1346	2182.420337
1347	2182.294519
1348	2181.12911
1349	2181.002778
1350	2180.202436
1351	2178.217174
1352	2177.591392
1353	2177.523899
1354	2176.860547
1355	2176.612584
1356	2175.789221
1357	2175.658826
1358	2173.781594
1359	2172.033755
1360	2170.923902
1361	2169.200421
1362	2169.019894
1363	2167.994772
1364	2166.845588
1365	2166.320436
1366	2165.43773
1367	2164.057033
1368	2162.711139
1369	2160.973658
1370	2160.869338
1371	2160.816954
1372	2160.169714
1373	2159.136533
1374	2158.82496
1375	2158.485474
1376	2158.251376
1377	2157.972059
1378	2157.695255
1379	2156.809369
1380	2156.359994
1381	2155.622057
1382	2154.627237
1383	2153.708497
1384	2152.015213
1385	2151.113883
1386	2150.952691
1387	2150.358046
1388	2149.63046
1389	2146.862894
1390	2146.514214
1391	2146.406402
1392	2145.35249
1393	2142.635674
1394	2142.065795
1395	2140.956514
1396	2139.566873
1397	2139.095034
1398	2139.042248
1399	2138.952172
1400	2137.944982
1401	2134.845982
1402	2134.317713
1403	2133.673704
1404	2132.908371
1405	2132.281422
1406	2132.124155
1407	2131.488244
1408	2131.028028
1409	2130.787778
1410	2130.22607
1411	2129.43404
1412	2124.607498
1413	2124.489719
1414	2123.710136
1415	2123.279721
1416	2123.22148
1417	2123.207171
1418	2123.037915
1419	2122.277299
1420	2121.010373
1421	2119.713165
1422	2118.787456
1423	2118.226593
1424	2117.338466
1425	2116.262516
1426	2116.137618
1427	2115.354413
1428	2113.297031
1429	2112.53097
1430	2111.635807
1431	2108.788779
1432	2108.561218
1433	2107.959228
1434	2107.855493
1435	2107.054053
1436	2106.260667
1437	2104.492373
1438	2103.604517
1439	2103.106448
1440	2103.038147
1441	2102.946659
1442	2102.449806
1443	2100.836092
1444	2099.541827
1445	2098.554295
1446	2097.979368
1447	2097.626884
1448	2097.254593
1449	2095.550165
1450	2095.457598
1451	2094.833235
1452	2093.675468
1453	2093.387784
1454	2093.292916
1455	2092.374077
1456	2091.445339
1457	2091.199513
1458	2090.451965
1459	2090.126039
1460	2089.656202
1461	2088.590566
1462	2087.836804
1463	2084.611526
1464	2084.472646
1465	2084.257972
1466	2083.98314
1467	2082.97473
1468	2082.877725
1469	2082.520942
1470	2082.129331
1471	2080.636953
1472	2079.739452
1473	2078.761712
1474	2078.653484
1475	2077.95122
1476	2076.762884
1477	2076.181248
1478	2075.495929
1479	2075.001956
1480	2073.627486
1481	2073.520481
1482	2072.404969
1483	2071.804059
1484	2071.547167
1485	2070.488834
1486	2068.36049
1487	2067.944088
1488	2067.254517
1489	2066.635404
1490	2066.05294
1491	2065.290467
1492	2064.486222
1493	2064.121319
1494	2063.661259
1495	2063.645679
1496	2063.497975
1497	2063.286898
1498	2063.03119
1499	2062.946644
1500	2062.666745
1501	2061.77341
1502	2061.341068
1503	2060.73833
1504	2059.275038
1505	2058.547715
1506	2058.035936
1507	2057.777987
1508	2057.254907
1509	2057.151019
1510	2056.88588
1511	2055.886503
1512	2055.596311
1513	2055.243506
1514	2053.365019
1515	2052.740673
1516	2051.632953
1517	2050.375479
1518	2050.310937
1519	2050.125634
1520	2049.498823
1521	2048.645024
1522	2047.831261
1523	2047.360678
1524	2046.983723
1525	2045.004441
1526	2044.004119
1527	2043.614275
1528	2042.268835
1529	2041.549931
1530	2041.331272
1531	2040.459982
1532	2040.259699
1533	2039.129617
1534	2038.782854
1535	2038.263972
1536	2037.429912
1537	2036.738639
1538	2036.133814
1539	2035.107773
1540	2034.830488
1541	2033.405941
1542	2033.23531
1543	2032.899779
1544	2032.145406
1545	2031.137625
1546	2030.951605
1547	2030.54716
1548	2029.723219
1549	2029.270053
1550	2028.345376
1551	2027.641594
1552	2027.361183
1553	2026.509392
1554	2025.787055
1555	2025.064647
1556	2024.653303
1557	2024.388743
1558	2024.035195
1559	2024.028033
1560	2023.172714
1561	2022.611097
1562	2021.790909
1563	2021.043307
1564	2020.654385
1565	2020.020438
1566	2019.457513
1567	2018.936403
1568	2018.656056
1569	2018.603338
1570	2018.059948
1571	2017.951922
1572	2017.050465
1573	2016.828711
1574	2015.978761
1575	2015.858064
1576	2015.157158
1577	2015.07017
1578	2014.852644
1579	2014.397137
1580	2012.985814
1581	2012.824352
1582	2012.409461
1583	2012.168352
1584	2011.458913
1585	2011.178832
1586	2010.806459
1587	2009.816587
1588	2009.115471
1589	2008.906546
1590	2008.810472
1591	2008.749585
1592	2008.473155
1593	2008.252984
1594	2008.145447
1595	2007.557871
1596	2007.38603
1597	2006.079736
1598	2005.665045
1599	2005.508612
1600	2004.347962
1601	2003.87134
1602	2002.242338
1603	2001.865135
1604	2001.772932
1605	2001.541701
1606	2001.304216
1607	1999.47245
1608	1999.249197
1609	1998.766785
1610	1998.069123
1611	1995.907665
1612	1994.852466
1613	1994.399489
1614	1994.1398
1615	1993.518989
1616	1993.335401
1617	1992.730167
1618	1991.633714
1619	1990.943444
1620	1989.753102
1621	1989.327604
1622	1988.176544
1623	1987.686083
1624	1987.517314
1625	1984.193958
1626	1984.081768
1627	1983.346709
1628	1983.003773
1629	1981.276786
1630	1980.828875
1631	1980.671292
1632	1980.422548
1633	1980.344643
1634	1979.546879
1635	1979.464803
1636	1978.827446
1637	1977.907977
1638	1977.563356
1639	1977.025317
1640	1976.898948
1641	1975.338811
1642	1975.135463
1643	1974.201744
1644	1973.05579
1645	1972.465698
1646	1972.347629
1647	1972.163725
1648	1970.894123
1649	1970.358453
1650	1969.934154
1651	1969.873251
1652	1969.044326
1653	1968.701664
1654	1968.250889
1655	1968.20171
1656	1967.807045
1657	1965.329547
1658	1965.252126
1659	1965.007203
1660	1964.699621
1661	1963.72523
1662	1963.151026
1663	1962.744349
1664	1962.279488
