iter	RMSE
1665	1962.202625
1666	1961.49607
1667	1960.913428
1668	1960.066285
1669	1959.858858
1670	1959.468087
1671	1959.3524
1672	1959.028709
1673	1958.276824
1674	1957.971583
1675	1957.899626
1676	1957.350052
1677	1956.833794
1678	1956.637213
1679	1955.904175
1680	1955.309126
1681	1954.520479
1682	1954.062299
1683	1953.563781
1684	1953.271426
1685	1952.314102
1686	1951.531714
1687	1951.045724
1688	1950.606776
1689	1950.452408
1690	1950.036896
1691	1950.000465
1692	1949.424159
1693	1949.109905
1694	1948.405373
1695	1946.490437
1696	1946.403108
1697	1946.36038
1698	1945.892463
1699	1945.693403
1700	1945.098608
1701	1944.598528
1702	1944.506686
1703	1943.931525
1704	1943.827517
1705	1943.74848
1706	1942.855136
1707	1942.326524
1708	1938.130819
1709	1937.79069
1710	1934.309279
1711	1933.917756
1712	1933.775732
1713	1933.524884
1714	1933.347661
1715	1933.155759
1716	1932.231103
1717	1931.244306
1718	1929.864219
1719	1929.746925
1720	1929.235084
1721	1928.933609
1722	1928.785096
1723	1928.074687
1724	1927.406271
1725	1927.065598
1726	1926.269054
1727	1925.504419
1728	1921.364476
1729	1921.060703
1730	1920.815233
1731	1920.361409
1732	1920.167622
1733	1919.881435
1734	1919.649682
1735	1918.556388
1736	1918.304055
1737	1917.560324
1738	1917.19718
1739	1916.679819
1740	1915.918274
1741	1915.835689
1742	1915.310667
1743	1914.231846
1744	1912.110944
1745	1911.853629
1746	1911.803065
1747	1911.515949
1748	1910.786127
1749	1910.331241
1750	1909.885444
1751	1909.837272
1752	1909.668928
1753	1909.342663
1754	1904.69758
1755	1904.534684
1756	1904.389587
1757	1903.211599
1758	1903.150737
1759	1902.8234
1760	1902.356352
1761	1901.295816
1762	1900.748494
1763	1900.305713
1764	1900.185881
1765	1899.084398
1766	1898.701353
1767	1897.851543
1768	1897.500408
1769	1897.424767
1770	1896.018341
1771	1895.47096
1772	1893.840973
1773	1893.754923
1774	1893.467681
1775	1893.142556
1776	1892.712083
1777	1891.87014
1778	1891.342298
1779	1889.213683
1780	1888.288383
1781	1887.807327
1782	1887.033049
1783	1886.183984
1784	1885.725849
1785	1885.541584
1786	1885.159854
1787	1885.023434
1788	1884.969513
1789	1884.926959
1790	1884.71103
1791	1884.163047
1792	1884.078676
1793	1883.970898
1794	1883.486574
1795	1882.891619
1796	1882.252448
1797	1881.710641
1798	1881.059244
1799	1880.637638
1800	1880.16279
1801	1879.799106
1802	1878.626111
1803	1878.309145
1804	1877.505934
1805	1877.153241
1806	1876.832775
1807	1876.765933
1808	1876.128275
1809	1875.480811
1810	1874.953834
1811	1874.802422
1812	1874.722035
1813	1874.602558
1814	1873.130711
1815	1872.951546
1816	1872.903791
1817	1872.66541
1818	1872.457276
1819	1871.98691
1820	1869.937675
1821	1869.09357
1822	1868.238034
1823	1868.166049
1824	1867.414552
1825	1866.502133
1826	1864.015314
1827	1863.626305
1828	1862.394294
1829	1862.205999
1830	1862.030279
1831	1861.277409
1832	1860.893576
1833	1860.7792
1834	1860.309255
1835	1859.72825
1836	1859.597236
1837	1859.277075
1838	1858.487232
1839	1858.443218
1840	1857.913041
1841	1857.71171
1842	1857.659646
1843	1857.260414
1844	1856.520104
1845	1855.66882
1846	1855.120459
1847	1855.035633
1848	1855.000573
1849	1854.829613
1850	1854.390985
1851	1853.740496
1852	1852.729061
1853	1852.213477
1854	1851.533773
1855	1851.398875
1856	1851.115526
1857	1850.191549
1858	1849.754247
1859	1848.902592
1860	1848.667989
1861	1848.008067
1862	1847.876839
1863	1847.284959
1864	1847.245022
1865	1846.159049
1866	1845.777526
1867	1845.704891
1868	1845.148466
1869	1844.510703
1870	1844.101941
1871	1843.582101
1872	1843.142561
1873	1842.109279
1874	1842.062581
1875	1841.955323
1876	1841.225548
1877	1840.932821
1878	1839.794516
1879	1839.763942
1880	1839.653141
1881	1837.536989
1882	1837.005649
1883	1836.534339
1884	1836.038951
1885	1835.645705
1886	1835.099627
1887	1834.87365
1888	1834.763747
1889	1832.980578
1890	1832.89004
1891	1831.995038
1892	1827.581003
1893	1827.52468
